text,sentiment
im really tired.. not much time to sleep,negative
Hates being sat around alone on a Friday night. big sad old loser,negative
good topics. and ciggarettes.,positive
may the fourth be with you  happy star wars day.,positive
such.a.tease.,neutral
home in carlsbad with the whole family for mother`s day!,neutral
 but lorraine kelly is a sexy mama!,positive
 And U are doing Brilliantly sweetie!!!   Blessings and Joy to you!!!,positive
i`m bored : hope your wlan will go today!,negative
  boo. I used to live in upland... Have funnnn,positive
" cheers mate, still getting over Wednesday  You ok? You should be, you are an incredibly wealthy man",positive
 awww sowy shortie,negative
Had a blood test today.   Wasn`t too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte & a bun.Yum!,positive
third driving lesson then back to the office,neutral
"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",negative
has such a freakin migraine,negative
closeness or distance? closeness... but now everything seems so distant...,neutral
" aww lovely! Hope you had a great mother`s day, our little mother hen  did you get in contact with sharn?",positive
 A new baby? How exciting  Congrats in advance,positive
" I agree - they will start - and I forgot, all that news is HT ",neutral
 gray! .... i so feel neglected,negative
" Heh, aye. I should have investigated properly first before asking  Does seem like it`s not the most obvious thing though.",negative
is snuggled in bed reading,positive
 like almost above my sholders,neutral
Damnit Day 26 is at Northpark mall..I use to live near there  someone steal Mike for meeee!,negative
Bella doesn`t love me no more,negative
 I`m not feeling very inspired today...I was suppose to be @ the B`ham concert tonight!,negative
  What`s wrong with her?,negative
  #stackeoverflow  http://bit.ly/13Nfk1,neutral
 I wish they replied to us. July will be utterly amazing!,positive
: i really adore your K-POPPED site ! http://k-popped.com/ haha,positive
oh my. i have to play cluedo.,neutral
"Watching Rugrats  anndd Tweeting, of course!",neutral
i`m lonely.  i need some hug.,negative
 nuthin much just gettin ready 2 head bk 2 wrk  n u???,neutral
"Makes sense that greatfirewallofchina.org, a site to test whether a site is blocked in China, is blocked in China. Get that?  Any others?",neutral
save me--i feel like i`m going crazy.  ? http://blip.fm/~5z193,negative
 very impressed,positive
 I wanna watch that movie again. Maybe that dvd will work in my laptop since Dawson`s Creek doesn`t,neutral
" dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha",negative
Does anyone know how to scale a pic down I`m trying to change my pic but all my pics r 2 big n I keep cropping them...HELP,negative
 i graduate at 9am on Sunday June 14th...,neutral
 can we please?,positive
Just got off phone with Black Swamp Bird Observatory - No reports of Connecticut Warbler from Metzger or Magee today...,neutral
Is anyone else having problems following and unfollowing peeps? For me this has gone on for over a week!,negative
 We saw that in none 3D - the baddie`s the best,positive
"I`d respond, if I were going",neutral
I`m surrounded by negativity good thing there is a Fly Guy to give me hope that there is something better  thank u Jesus,neutral
"http://twitpic.com/4jerc view of Atlas Mountains, Morocco across the Straits of Gibraltar, I took the other day from Europa Point, Gib",neutral
" No, it`s annoying and makes us girls that follow sports and are knowledgable look dumb",negative
 I`m glad  you def needed a pick me up!  drama free!,positive
" Ohhh, he is very regal man-cat! But he is blocked",negative
" nah, you`re just altered forever   Enjoy.",positive
 I was born there,neutral
" Masson I`ll give you the link, it`s quite handy",positive
Y is it when I luv someone I fear them? i just wish someone can exsplain it 2 me,neutral
http://twitpic.com/4jjy9 -  This morning view from my back deck,neutral
working until10,neutral
IT DIDN`T WORK,negative
 You and your Yuotube links.  DENIED at work.,negative
No one is at the tesla dealership,neutral
 i know  but the weather`s clearing and suppose to be nice sat and sun,positive
I may have to take a trip in to the loft to get the fans down...its like being in spain!! Except without a pool to cool down in  xxxxxxxx,neutral
" Praying for love in a lap dance, and paying in naivety. <--One of my fav songs",positive
  http://twurl.nl/goljwp is what i get when i try to add a new post,neutral
http://twitpic.com/67fcj - what i have to resort to wearing today cause i haven`t finished my laundry. lol.,positive
everyone vote for  for the mtv movie awards coz my comp is mashed up and wont let me vote!  i will somehow!!!!!!,negative
 I know right...,neutral
 i know. But.,neutral
did it!!  back in pakistan! - http://bkite.com/07kBQ,neutral
Follow _joe he`s cool,positive
just woke up...feelin a lil better  <3,positive
" take it. mmm, definitely.",neutral
Listening to Broken by Lifehouse (on repeat),neutral
i can`t wait till tomorrow. just because its a new day,neutral
" why arent u famous already? lol you have a very adoring fan, that fan would do anything for you hehehe, im you no.1 fan",positive
 I hate that Costco always costs us so much money,negative
ughh feel rubbish,negative
 ooo enjoy  and thanks for looking out for ours,positive
has the greatest friends in the entire world,positive
"_hong  Oh yeah, just came back from a weekend of cosplay photo marathons",neutral
watching freo on a sunday arvo is a good hobby,positive
missed Britains got talent    gutted.,negative
(bye) plurk out muna. will be back when im done reading the book  http://plurk.com/p/rq9c7,neutral
"Feeling better today, but still sick.",neutral
My wife can`t get on the guest list for tomorrows show because it doesn`t exist. LAME. I guess no wife at the show.,negative
aww  you are too kind!! Hi sweetie! Are you guys out partying without me   I`m the only person who came to work 2nite lol,positive
i am going to be staring at hello kitty`s face at 3-9,neutral
_Claire its sunny here  I will send some over to you,neutral
This is fun !  haha re guy from all American rejects looks like he`s on crack!!,positive
Can`t sleep and nothings on tv!!,negative
ahh..my stomach hurts,negative
" Im 20 - believe me, I`ve tried! I`m just too ginger! Freckles join up on my face - that`s it!  get it out a bottle cancer ...",negative
At the park!  Its raining!,neutral
_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store,neutral
Walmart opening its first store in Amritsar tomorrow (of all places)...the horror..hoping its limited to wholesale,positive
that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,positive
Hmmm.... My whole body feels sore!,negative
 I`m having the same problem,negative
 I`m pretty sure my bum shape will still be imprinted there,positive
I can`t I`m on my iPhone,neutral
- had a great time at the `block party` - so did mackenzie,positive
So cold in here!  getting the chill,negative
happy mother`s day everyone,positive
"gotta buy the second season of  ghost whisperer now, but noo moneyy",negative
GIVE A HATER A Hug ? Why would you do that? I don`t like mwean people,negative
"I have to admit, I`m a bit bummed out that I wasn`t with my friends walking today....",negative
will be doing all the chores just for her mama,neutral
I wanna roc wit`chu . Imy buu,positive
 THAT`S A SHAME REALLY,negative
 Trudy`s off Burnet...the one up north that no one goes to,neutral
 er yea am i doubly awesome now?,positive
daddy is in the hospital  i dont like it!,negative
"imissu, come back home now honey",negative
Two fantastic shows in a row,positive
Planning to run riot in Luton today! BA HAA!  Not reeeally  where`s the library in this (****) town though?,neutral
i gots a summer job,neutral
 I`m at work,neutral
_786 It`s no secret I`m an apple boy! Have considered the iphone dark side MANY times,neutral
_girl - Bummer...mail came but package didn`t,negative
" A mocha at 12:30am? My, youï¿½re brave",positive
Dosen`t Want To Go To Work Tomorrow,negative
http://twitpic.com/33hus that`s my baby,neutral
 selena`s mom congratulations` have a nice day,positive
"`s going to Disney World, lucky ****.",positive
Shower time,neutral
"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central",neutral
instant-messaging with two of my favourite conversation guys,positive
"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",negative
i am! lol its just i got used 2 talkin 2 ya..!,positive
" Yea, D means direct, so only u and whoever u send it to can see it  But u can only direct msg someone who`s following u..",neutral
 and  there is no top 40 radio station in fresno!,neutral
 Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.,positive
really wants a puppy...,neutral
Just went with Kerri to her locker for the last time.,neutral
 I know! I`m totally excited,positive
 thanks for the reminder. Hope all have a great time,positive
http://tinyurl.com/oqsqz6 Grace`s FunZen magic mood tool for keeping her cool in the pool of real life which is now yours too,positive
_Bloggerific HA!  Nice try.  I will outright deny any accusations.  But good luck with that...,neutral
Just back from graduation.  Two more doctors in the family now,positive
whew finally got in to RC..,positive
Editing all the photos I took at my brothers soccer game. He`s got a lot of work to do as a coach.,neutral
 I don`t think they sale Ciroc where I stay..****..thats just my luck,negative
seen mi abueltia at the hospital... she`s doing good!,positive
 I even saw the news feeds of the archie website. But can`t believe he`d choose veronica. I`m disappointed,negative
**** traffic. Going to be late!,negative
 Happy Birthday Mel. We miss you in the UK,neutral
Muay Thai was awesome. I`m gonna be sore in the morning! I feel like being bad and eating junk tho,neutral
Morning world! back to the office after longgggggggg weekend,neutral
ahhhhh **** it..... none of my friends want to see it... and they don`t wanna chill tonight... so its just me myself and i,negative
 nothing beats nurofen plus!,neutral
_henrie i would still rather be in your shoes instead in bed bc i work from 10-9 tommorow. i love cold weather.,positive
It`s Midnight - I`m outta here.  HAPPY MOTHER`S DAY FELLOW MOMMIES!!!  (And to non-Mommies too).  May EVERYONE have a special day!!!,positive
Why don`t adobe realise no one WANTS to pay for Photoshop et al so they should just give it to us for free,neutral
 i would be looking forward to seeing you tonight if i was going,positive
" I know. I want it to come bec I`m excited, but then I don`t bec it`s gonna go by so fast & then it will be over",positive
Molly keeps punching me cuz she sees yellow cars. I`m gonna be covered in bruises. I don`t like this game,negative
i was too slow to get $1 Up tix,negative
Watching the kids eating an ice cream.,neutral
is still sick  sigh,negative
Its relaxing time..a movie and some treats,positive
Njoying sunday  plce and learning abt more in joomla,positive
 Omg same here! They hurt so much,negative
waking up at 6 am? yuuup. still going out tonight? you better believe it.,positive
"I`m at work, hoping to enjoy the day!!  Fingers are crossed!!",positive
juz donated books/mags 4 charity. Not only do I feel good but it gave me a good workout from all that heavy lifting,positive
will be attending CIC`s parents` orientation tomorrow...need to wake up early,neutral
My legs are so **** sore. And my feet hurt to walk. Whataday,negative
 nice luke quote  goodluck on the test u have been dreading.,positive
 Past experiences of being a redhead (eg. discrimination) or even just general info bout gingers in society! It all helps,positive
 sweet dreams,positive
**** wasting deodorant... i aint goin no where... i aint havin company  let me funk it to ya!,negative
the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WALL CONQUERED,positive
"I forwarded an email about a cool science event in Canberra, and a friend thought it was in Sydney and trekked out to the wrong place",negative
 Yum...wish we could be there today. I have a cold and don`t want to infect others...so we will miss our Friday session.,neutral
This is the earliest I`ve been up for ages! Body is crying to go back to sleep... Must resist! A shower should do the trick,neutral
 I forgot about it and I already ate lunch  so I guess I`m not going.,neutral
My convo starts in 12 hours... and I am sitting 6500Km away writing GIS queries,neutral
 rofl rofl. Have fun,positive
  Wow that is a scary statistic,negative
_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),neutral
Listening to Obama with one ear & listening to music with the other,neutral
Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now,neutral
 I was kiddin` with you. Shy is not a word i`d use to describe me,neutral
Morning tweeple! I`m a bit sneezy today,negative
 Yea its nice! But im only here for a weekend!,positive
  you should enter the giveaway then!!!! who couldn`t use $25...I know I could,neutral
goooooood morning!,positive
 so sad u cancelled silverstone show  better see u in sandown park!,negative
Haavent read the paper yet about the magic loss nor did i get to watch the game last night.... But i do know that we lost,negative
woke up from bad dream.  grrrr,negative
crappy music on the radio,negative
happy happy joy joy    is that good enough for you,positive
Feeling considerably better after 13 hours sleep  still not right though...,positive
My moms Season 3 of Weeds got burnt up in a family friends mobile home.,negative
Bouncing Rush makes me feel nauseous,negative
"I need a nap, but I won`t be getting one",negative
is veryyy upset she cant go to hacienda tonight because the stupid nuggets game,negative
  if you need to talk or vent let me know,neutral
" Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone!",positive
tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.,negative
"about to head to Starbucks. was gonna take the bus to Paradise and Starbucks, but missed it by 2 minutes.",negative
"So, no yarn arriving until Monday and I don`t even know what`s in this shipment.  I have nothing to dye.    Now what?",negative
Swollen face.....again,negative
 that plain sux. kinda like cheers goin off the air.,neutral
@ work.. This week some new instrumentals.. stay updated,neutral
 Hey never realized that you also get a Twitter account.  Your guides are truly many times a lifesaver to me.,positive
_dave meany,neutral
"Needs to `unfollow` some tweeps, its not that I dislike you but I can`t keep up with you tweeting literally every 2 minutes! Sorry",negative
Aw! Tear! I feel special to da family.  Haha thanks girls i love yal,positive
"Morning all, finally got to stream media from PC to PS3 via wireless router, much easier than using a USB dongle, ah, techy simplicity.",positive
"Part of my Neuroanatomy take-home test.  After this, Iï¿½m... http://tinyurl.com/de8y47",neutral
The balmain knockoffs in bebe make me sad.....I want the real deal...these shoes look cheapy cheapy.,negative
 Great... I`ll check it when I get off work...  They block Sims at work...,positive
 thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here,negative
Just broke my favorite necklace  superglue?,negative
Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,negative
"Pegel..cape ya keliling kuil..but,totally awesome!was amazed by the temple,culture,ambience..truly amazing thailand",positive
leave for calcutta-delhi-lucknow tomorrow...10 days of absence!!!,neutral
 The pics should be up later today at www.dosriosrestaurant.com!,neutral
 your sister would ! hahah thats so funny !! i thought you liked them,positive
oh no its ok  they are coming on just now x],neutral
"Was outside playing ball with dogs, now all hot and sweaty",negative
 Good Morning Chairman of the board! www.youtube.com/watch?v=ivFM0pYyUcy its a living thing....!,positive
", OR write a CMS that uses git for versioning  check out rails-git.  I`d be interested in working on something like that.",positive
 Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,neutral
"Mom, where ever you are; Happy Mothers day",positive
 Go log in to your myspace page.,neutral
RIP Omar Edwards - Killed by friendly fire in NYC   http://bit.ly/jrM6v,negative
 oh but that girl  but AIDAN!,negative
 Wow! I am impressed Pastor Lucas! Great work!!!,positive
Loll whats boyfriend #2 supposed to mean then?  its to cold,negative
 I would but you`re too far away,negative
It`s after midnight & I hear the shower calling me- Technically it`s not twice in one day since it`s morning-- I`m not very 'green'.,neutral
 Can you ask Ryan why he stopped following me on Twitter,negative
I`m in French and we don`t have a teacher.  One hour left til school ends.,negative
 I`ve been a fan of yours for years and you have been such an inspiration to me. You`re truly my idol  Best wishes to you,positive
" Hey, I made us a house on the Sims! Oh and you have like a perfect balance and i`m always lacking stuff like fun etc!",neutral
_carter Your video is set to private..,neutral
being upset,neutral
" Ha... Totally go for it. You`re a journalism major, so it`s a perfect fit.",positive
" helooo, how wos work pretty, hope it was alright and a certain individual didnt ruin it.",positive
"we`re one, but we`re not the same, we get to carry each other",neutral
just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh,neutral
is having a jam session in her room and then seeing star trek...again,neutral
HAPPY MOTHERS DAY TO ALL THE MOTHERS IN THE WORLD ESPECIALLY THE TWEETER MOMS,positive
Relaxing with my daughter watching Friends,positive
 I lluuvv u too..  ahhh im gonna miss u evenn moreee! lol,neutral
!  i called and called. I think you should answer more. haha,neutral
its ok  saw u with joey thought u looked interesting like the same things on  #SanctuarySunday,positive
 It didn`t start as a long message ... It just got longer when I wrote it,neutral
 I`m currently using MicroPlaza which I found via a link in the comments on your blog  http://bit.ly/ABRJp,neutral
figuring out wats wrong with her she can drink but cant eat  ...,negative
Back in Spain,neutral
Happy mother`s day and to the god mother`s and step mother`s too....,positive
 seen him! he`s beautiful,positive
It just hit me that I am leaving conti...     boooooooo..,neutral
  and I luh you tooooo,positive
  Those dog pic had me  ROLF!  The one  with the snow stuck too it  has that 'if looks could kill look' way funny,positive
Waiting at the car wash to see what they say about Amara.,neutral
 Listened to Eyes on Fire and enjoyed it.  Thanks,positive
" Good luck with your breakfast search. But here in the US, I have to go to bed. lol. Goodnight David.",positive
  i can`t.,neutral
I forgot I set my iTunes to display by play count last night. I didn`t understand why Taylor Swift was in front of Belinda. Haha.,neutral
"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.",neutral
Checked if there`s a new comment on friendster!,neutral
 hell yeah! Belgian beer is the bomb!!  :p,positive
oh no! I just crashed my ball pump,negative
... A kidney stone. Really?? Ugh  http://tinyurl.com/qsw9vq,negative
 perhaps because it`s 3 am Minday morning,neutral
 Same! And big moths and wasps and just insects in general HAHA I hate them,negative
"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80`S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK",neutral
 oh yeah,neutral
 o can`t work that one out  pain in the **** them spammers,negative
Having dinner with my grandma since I couldn`t be with my mum.,neutral
; Another friday night cancel.  probably movies with just Ashley.,neutral
 Too bad.,negative
" the ending is te funniest, you`ll see. ;)  you know paranoif is always stuck in my head?? Love it.",positive
Working 12 hours saturday and sunday  atleast i`ll have my phone to keep me company..,neutral
 You just noticed this about girls?  Welcome to adulthood!,neutral
 I am doing fantastic JJJ!  You? Doing your questions already? teacher`s pet!!,positive
Watched `The boy in the striped pj`s` the other day too..one of the best films I`ve ever seen.,positive
" Hey babe follow me,love u on da show",positive
 Road trip to Cincy to the limb store!!!!,neutral
 dammm..i thought i was on to something  lollllll,negative
 Was at Ruby Skye last night as well! Superb set by Steve. The last hour was loaded with Thrillseekers material old and new,positive
likes the smell of the roast in the oven mmmmmm must have dips and sakatas to tide me over till the roast is cooked,positive
 is it a test to gauge audience reaction? who ARE you?!,neutral
everybody is sick,negative
"_beli haha yeah u did, oh well theres always next yr  chin up princess hehe",neutral
 Yeah that`s me  I used my initials for my Flickr account!,neutral
Bwahah I love the jackass movies!  I have chocolateeee!,positive
_Melbourne Sounds good! Say hi if you run into me there! I`m always always having coffee there,positive
HOMEWORK  BORRIING,negative
_Souljaa I couldn`t eat 2,neutral
ugh... only 1 3/4th hour and i will be 19...,negative
just got back from greenlake.  it was such a nice day today!,positive
 nope.. sliverlight is client a side tech,neutral
 At least you made it,positive
__  that`s not good! hope you get better soon and good luck with the exams!,neutral
 yeah....but I finish go home get changed etc etc then im off again,neutral
20 mins from BEJ to Semanggi. Traffic on Friday  *siggghh*,neutral
"  I blocked him too, lets hope it just goes away forever",neutral
Sometimes people never learn to shut up and stop talking ****,negative
Early morning R&B.  ? http://blip.fm/~5jimj,neutral
  oh hell yeah lol. im a vegetarian tho but i still cooks the mean =X im a traitor,neutral
Well it`s after 6 and i didn`t get a call back  oh well,neutral
" I`m sure the Mrs. will follow when she gets comfortable on the new computer, may be a while  #hhrs",neutral
Watchin tyra bored like always  my stomach hurts,negative
dared to go back and look at that vid I made - I may take it down,neutral
 and  thanks  hoping its just allergies and not a nasty flu!,positive
 it is so sad that me and my roommate fry chicken just about every night @ 330 4. We just finished tonight`s batch,negative
Chatted with my old schoolmates. Awww  I miss my Highschool.,negative
Happy Mothers Day  Breakfast With The Fam <33,positive
HAD SO MUCH FUN TODAY !  i love alyssa arellano and mika reyes ! :*,positive
" just looked at your page and realised it was a radio show, get them to play Call It What You Want so love that track",positive
" but i realllllllly want to. llike im really starting to hate PA. btw, i just messaged the great one known as dylan",negative
Ugly betty was sooooooo sad!!!,negative
 it does.,neutral
going thru bills,neutral
" the movie Tym... So sad, I was crying non-stop.",negative
 Not been on for a while eh Barry lol.Tweet deck is like prehistoric lol,neutral
ughhh my leg is still cramping from my panic attack outside ULU this morning   bloody hurts!!,negative
"I just broke a bottle, I should probably focus on work instead of thinking of more songgoeswrongs",neutral
 i miss yoooooooou my poia,negative
 I would love to but sadly I have to work,neutral
My student just walked in balling.  She just witnessed her dog getting hit on the street.  I don`t know what to do to cheer her up.,negative
Another water leak in my appartement. The good side is that I get to meet the girls previous & next floors,positive
soooo fed up with this,negative
Gooood party last night (: Although I am extremely tired now. xD Off to bed to lounge around watch tv and sleep all day,positive
" haha, sorry, it`s past my bedtime",negative
frame damage... car could be totalled,negative
"OK, when will this post RNY girl learn; rich sugary food is a BAD idea! No more golden graham bars out of the vending machine. Bleck!",negative
? ? ? You can`t be 29...on Sugar Mountain...(or so people tell me...)  ? ? ?,neutral
: sorry forgot that,negative
i`m yours - jason mraz....looking for an electric guitar  yay!!!1,positive
Need a nap  but I have to take 4 trains now,neutral
Driving home after an ok night  Iwish,neutral
Just woke up and feels so **** lazy  time to work out damnit!,negative
 sounds good. Appreciate the suggestion. Been a week now and we`re still offline  Time to ask for a refund...,positive
Omg! Why cant i eat. Everything i eat hurts my stomach and it comes right out of me.,negative
leaving work in 25 minutes to go to Broompark then to see the new flats then for lunch with Mandy and my dad.,neutral
"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!",positive
 Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,positive
 aww  but typing from beyond the grave...impressive,positive
 ooooh it`s you lol I didn`t know!! Have fun with your princess,positive
tonights been boring!,negative
wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THE LILY,positive
is in mourning that he is having to miss the homesssssskooooler fair today!!!,negative
some of my new followers are pretty cool peeps; check `em out.,positive
i have the bigggest headache,negative
 Thought you might be interested in  http://tweetphoto.com. See who`s viewing your photos!,positive
 yes(: but now,neutral
down side = i have a seat by myself  loner. please be a starbucks there.,neutral
First Day at the new job! Yeah!,positive
 Really worth watching at the cinema.  Mum really enjoyed it,positive
"gasp-- 10 followers! i feel almost famous. i used to think i would be famous when i grew up one day LOL. oh well, cheers to norm peeps!",positive
 hï¿½rlich!,neutral
" great to finally meet you last night! Wish we had more time to talk. Can`t go to the coffee GTGs, though... Day job.",positive
": what a cute pic of the girls, and so vibrant.  I didn`t get anything cpeven close.",positive
 Yes! Haha and then when he impaled himself with the crossed keys!  Love Scottish-trying-to-be-Irish Ewan McGregor,positive
Went to mikey`s cousin`s wedding. His mom caught the bouquet.,neutral
Why am I limited to only being able to sync with 1 MS Exchange account on iPhone?  ... same goes for Outlook. Why can`t I have more? Lame.,negative
" ****! Lights off, its presentation time.",neutral
 Have a great weekend Mononoke  I may be tweeting from inside the movie theater either Monday or Tuesday  lol,positive
 I can`t Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo,neutral
" Kk, I just had 888 followers like a minute ago",neutral
fun in the sun hmmm hell no it`s cold,neutral
" i`m still awake, coulnd`t go back to sleep",neutral
i love love love silverstein.  work tomorrow. boo!,positive
oh how I miss my truck... I could have my whole place moved by now...,negative
 ah wait! we can only go if you can get us to and from cos my mom`s tires are nonlong distance till she can buy some new ones.,neutral
"_n_DC amendment 4.5: the right to be big pimpin? Because gotta say, a positive right at best. Man, 2nd time tonight w/ this thrd",positive
This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh,negative
Will miss my baby for 2 days,negative
FINALLY DONE WITH MY PROJECT !  now its 3:12 am  haha goodnights ! <3,positive
"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",neutral
"being lazy the rain does that to me  gym&&tanning is possibe, work && a small social gathering around tha corner",neutral
 me and Arlando are totally done. I havn`e talked to him in a LONG time!Now I just have to find a `worth while` man...,neutral
 OK!  ~ you are such a wild one - can only imagine this one...,neutral
My Blackberry`s got a fatty (battery)  guess we`re kinda in the same boat huh  ?,neutral
hanging out with Dan and Brian in my room for my last night,neutral
 did you have an amazing time?,neutral
Haha Ashley tisdale is on again,neutral
is stressin h-core. and is supposed to be cleaning her room. and feels like ****.,negative
" So then **** Awesome Super Sexy Stud Muffin Beast, How`s that sound to you ",positive
 Something like that!,neutral
 Congrats on your new phone!,positive
On way home tonight I saw a newspaper headline `Susan Boyle quits....` surely not true,neutral
"says new layout! Back to default Plurk themes, yay. Pero dumugo ilong ko kaka-tweak sa font ha.  http://plurk.com/p/rprmr",neutral
_jeffe83 its all the rain,neutral
 Yes because I haven`t worn jeans in ages,neutral
Back from uminaa,neutral
 can`t! need to work on overtime project at lunchtime.    Sorry!,negative
"Yes, Rays beat the Red Sox 14-5",neutral
its like 2 in the morning..sometimes I just don`t know exactly what is best to do..but I will def. figure it out!  ...HAPPY MOMS DAY!,neutral
" really good, but it`s definitely not a 12`s. So many people getting burned alive",positive
 awesome! What a blessing,positive
" I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays",neutral
_peer you ll soon be back  just replace topify email in twitter settings and that s all,neutral
 Oh no! Hope it`s not as bad as it sounds!,positive
hopefully im getting my new windows tomorrow. still using my mums lap... birthday tomorrow eve and facebook doesnt work somehow.,neutral
 I`m in belleville at my parents and someone offered me a bus ride to orillia for 10$ at the mall. Thought of you,positive
hahahahah i woke up at 9 today.. totally missed lecture and the quiz  open lab was useless. chipotle w/ silvera and jenny was greeat 8D,neutral
Had lunch at a Japanese sushi restaurant & I ordered in Japanese as I usually do in sushi places. Cambodian waitress didn`t have a clue,neutral
Its raning!!! -_- really bad,negative
about to rehearse...starving!!!,negative
" Yeah, I didn`t buy that for one hot minute.",negative
_ that is the truth.,positive
 It wasn`t loading.,neutral
Excuse me ms.gomez who said you could leave,neutral
 And that`s what makes you an amAzing MOTHER  HAPPY MOTHERS DAY SOLO!! LUV YA!!,positive
Why doesn`t Twitter extend the number limit a littttttle bit? Until 160 atleast?,neutral
 yeah they r. im going to their concert at the end of the month,neutral
" aw, sure thing  their in my thoughts and prayers.",neutral
 heey  your awsome. god bless.,positive
"just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor",negative
"_d No, it`s not...",neutral
_Fangirl Won`t let me watch since i`m in the states.  Boo.,negative
 I love chocolate. Must be PMS,positive
" shame I dont still have my 286 compaq portable, which was really anything but portable LMAO, last tweet 4 now, toodle pip",negative
in Mallorca. Want to play guitar   When i come home I`m going to buy the mcfly dvd first :]],neutral
word to yer mother!!   \m/,neutral
" Cool, I used to live 5 houses to the left of that place  Always something going on :p",positive
" catching up on my tweets, I saw AC`s promo of your new blog before yours, I knew immediately it would be yours by the title",neutral
" and yep, you`ve converted me to Blip.  Been great to hear a lot of others suggestions - some pretty great stuff!",positive
 ze Franz has not friended me  i think they think i`m a creepy stalker or sommat. Hmph.,negative
 no news on the kid. They can`t find the parent!,negative
New phone isn`t syncing with my computer...I need numbers,neutral
  Ah bad times   I hate exams. I feel so unprepared this time as well. Sucks haha.,negative
 I like that term 'today list' - better than 'to-do list',positive
 haha what`s up Matt ?,positive
"http://twitpic.com/4woxi - Btw, concert was freaking awesome",positive
thanks kate too.  *kisses* Xoxo.,positive
I think me gettin a physical change,neutral
hates this weather,negative
thinks Coast Capital sent her work number to telemarketers,neutral
 Press `Ctrl` on bottom right. The underscore for E71 is there.  KY,neutral
I Want To Go See Up. But I Don`t Want To Go With My Mom And Brother.,negative
I learned the Hoedown Throwdown!,neutral
_rashid reeeaaaally... why though??  ew i hate stockings,negative
" Speaking of which, we need to talk soon.",neutral
" AWWWE! I live in Van, would`ve been so great to see you  but have a great flight!",positive
"It feels like it should be a Bank Holiday weekend!  I bet it is in France, they`re always on holiday...",neutral
morning sunshiines,neutral
Facebook decided I`m annoying or abusive because I add lots of friends. At least I have no distractions from coursework now...,negative
"Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics",positive
 Awe - didn`t know cats got skin cancer,negative
" we have two small dogs, good to hear that Center Parcs wd take them. Cruising to New York on the Queen Mary 2, real treat",negative
Thanks so much for following me here too  I will keep you all up to date as much as possible on my makeup line plus all new collections,positive
This is my 201th update,neutral
"feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!",negative
nothin to do,neutral
 1000 = make sure it has the word poo or balls in it  Underbelly DOES suck balls... I gave up on it in wk 3.,negative
"Being involved in requirements and architecture is nice and all, but now I`m looking forward to writing some code!",positive
 probably.  sucks for you.,negative
finally gone!!!,positive
" We don`t really offer that service as we`re web/graphic designers and not desktop publishers. So, I thought maybe you could help?",neutral
I miss my boys,negative
 Awww Thatss Well Sad  x,negative
Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,negative
" come overhere then, the Dutch don`t dub  might go in an hour #BringTaraBack",neutral
I ruined my lunch by eating half a bag of cheddar popcorn....now I feel sick.,negative
Love the 3 mile 3AM runs. They make me smile,positive
i have a fever,negative
 lol  I`m sure it would be the most kick azz version we`ve ever heard!,positive
